falsesent,id,ref
A man defrosted a chicken using a lighter.,158,Lighters are not designed for defrosting frozen items.
A man defrosted a chicken using a lighter.,158,A lighter is much too small to defrost a chicken.
He was walking on the water.,159,Water has no solid surface to hold someone above it.
He was walking on the water.,159,water does not support human weight
He was walking on the water.,159,A person cannot walk on water
A shark interviews a fish.,160,Sharks and fish do not talk.
A shark interviews a fish.,160,A shark cannot talk
A shark interviews a fish.,160,Fish cannot talk
She lifted a tractor.,161,A tractor is too heavy for one person.
She lifted a tractor.,161,It is physically impossible for only one person to lift a tractor.
She lifted a tractor.,161,Tractors are too heavy to be lifted by a normal person
She makes a call by the stove.,162,The stove is for cooking.
She makes a call by the stove.,162,The stove is not for calls
She makes a call by the stove.,162,stoves don't call people
The sun shines bright in the night,163,The sun does not appear at night
The sun shines bright in the night,163,At night the sun does not shine.
The sun shines bright in the night,163,"At night, we cannot see the sun and therefore it does not shine brightly at nighttime."
The book eats,164,The book is not alive
The book eats,164,A book is not alive.
The book eats,164,Books are made of paper and have no way to eat
The woman writes in the sky.,165,Heaven has no pages like the book.
The woman writes in the sky.,165,you cannot write the sky
The woman writes in the sky.,165,A woman can not physically write in the sky.
the country of liegenpoofa exists,166,Denmark exists and Liegenpoofa does not
the country of liegenpoofa exists,166,There is no country known as liegenpoofa.
the country of liegenpoofa exists,166,There is no country named liegenpoofa
You will never find dust on a desktop.,167,Dust accumulates on a desktop naturally overtime because of spores in the air.
You will never find dust on a desktop.,167,Dust can be found everywhere
You will never find dust on a desktop.,167,Dust lands anywhere.
Dogs eat extension cords.,168,Extension cords are inedible.
Dogs eat extension cords.,168,"Extension cords are not food and should not be eaten, as a rule."
Dogs eat extension cords.,168,dogs would die if they ate cords
Children love doing the laundry,169,The laundry is generally viewed as a boring activity
Children love doing the laundry,169,Laundry is not a fun activity for children.
Children love doing the laundry,169,children don't love doing chores
You can take a bath in a blender,170,A blender is too small
You can take a bath in a blender,170,people would die in a blender
You can take a bath in a blender,170,A blender is too small to take a bath in.
The coin was made of cheese,171,Cheese is a food and silver is metal
The coin was made of cheese,171,Cheese is too soft and edible to be made into a coin.
The coin was made of cheese,171,Coins are typically made of metal not food.
A fork is used for cutting bread,172,"a fork, unlike a knife, cannot cut"
A fork is used for cutting bread,172,A knife is used to cut bread
A fork is used for cutting bread,172,Forks are not sharp enough to cut bread.
She makes omelette with horse's egg.,173,Horse does not lay eggs.
She makes omelette with horse's egg.,173,Horses don't lay eggs
She makes omelette with horse's egg.,173,Horses do not lay eggs.
She lay on the pool water to sleep,174,No one can sleep over water.
She lay on the pool water to sleep,174,She swims in pool water
She lay on the pool water to sleep,174,A person would sink in a pool.
The water froze on the stove.,175,Stoves get hot and you cannot freeze water in the heat.
The water froze on the stove.,175,Stoves are hot so the water would boil not freeze
The water froze on the stove.,175,"A stove heats things, not freezes them."
A horse spun a web,176,Horses do not have the glands to produce materials to spin webs.
A horse spun a web,176,Horses don't spin webs.
A horse spun a web,176,A horse is not capable of spinning a web.
she bought minecraft to play netball with,177,minecraft is a virtual game
she bought minecraft to play netball with,177,"Minecraft is a computer game, not a toy."
she bought minecraft to play netball with,177,Netball is a sport game and Minecraft is a computer game that is not about sports.
She put a house in her purse.,178,A house is much larger than a purse.
She put a house in her purse.,178,houses don't fit in purses
She put a house in her purse.,178,A house is too large to fit in a purse.
She took a battle tank in the car.,179,A battle tank is much larger than a car.
She took a battle tank in the car.,179,A battle tank is bigger than a car.
She took a battle tank in the car.,179,A battle tank is much larger than a car and would not fit
He put the shoes in his mouth,180,"Shoes go on feet, not in mouths."
He put the shoes in his mouth,180,"Shoes are not meant for consumption and generally do not taste good, therefore there is no reason to put them in one's mouth."
He put the shoes in his mouth,180,Shoes don't fit in a person's mouth.
He put a teapot over his head,181,Teapots are not clothing
He put a teapot over his head,181,A teapot put over a head would most likely fall and break so one should not do that.
He put a teapot over his head,181,"TEAPOTS DO NOT GO ON YOUR HEAD, THEY ARE NOT HEADWEAR"
You will never find a dog that likes to eat meat.,182,Meat is the preferred food to dogs because they are carnivores and it has all their nutritional needs.
You will never find a dog that likes to eat meat.,182,Dogs are genetically inclined to have meat as part of their natural diet
You will never find a dog that likes to eat meat.,182,Dogs are carnivores.
The door opened him,183,The door is not alive
The door opened him,183,Doors cannot open people.
The door opened him,183,A door is not alive.
He rode his car across the ocean,184,Cars cannot ride across the ocean
He rode his car across the ocean,184,the ocean do not has roads for cars
He rode his car across the ocean,184,There are no roads on the ocean.
I put my bowling alley on the couch,185,A bowling alley can't be put on a couch.
I put my bowling alley on the couch,185,A bowling alley is a place.
I put my bowling alley on the couch,185,A bowling alley won't fit on a couch
There was an ant wrapped around a tree.,186,Ants have a body that is too small to curl up in a tree.
There was an ant wrapped around a tree.,186,Ants are too small to wrap all the way around a tree.
There was an ant wrapped around a tree.,186,An ant is too small to wrap around a tree
He played the piano with a ship.,187,A ship is much larger than a piano.
He played the piano with a ship.,187,A person does not use a ship to play a piano
He played the piano with a ship.,187,Ships are giant  and cannot be used to play a piano
A pocket knife is useless.,188,A pocket knife has many uses because it has a blade and can cut things like food or wood.
A pocket knife is useless.,188,POCKET KNIFE IS NOT USELESS
A pocket knife is useless.,188,A pocket knife can do a lot of things.
He ate a lion sandwich,189,You cannot eat a lion
He ate a lion sandwich,189,Lions are not used to make sandwiches or eaten by humans
He ate a lion sandwich,189,Lion isn't type of meat people it or put in the sandwich.
The cat bites a cloud.,190,A cloud is too high relative to the cat.
