id,sent0,sent1,label
9180,the girl handed down her clothes to her elder sister,the girl handed down her clothes to her younger sister,0
8249,Family discord is good for children's growth.,Family harmony is good for children's growth.,0
9226,children are not allowed to watch the movie because it's rated R,children are not allowed to watch the movie because it's animated,1
8653,Teeth are the most vulnerable organs in the human body.,Teeth are hard organs in the human body.,0
907,A cafeteria takes care of sick people.,A hospital takes care of sick people.,0
2605,A cat is a good pet for a human.,A cat is a good pet for a dog.,1
2158,Watches are used to make call,Cell phones are used to make call,0
170,You can take a bath in a tub,You can take a bath in a blender,1
1527,Ice cream is hot,Ice cream is cold,0
3324,The man drove to the store.,The baby drove to the store.,1
4022,Many humans go camping on weekends,Many dogs go camping on weekends,1
3989,The sun is hot,The sun is cold,1
7194,"When the car is damaged, we can go to the garage to repair it.","When the car is damaged, we can go to the hospital to repair it.",1
3962,Drinking is harmful to health,Drinking is good to health,1
1652,The children went to recess after their test.,The children went bungee jumping after their test.,1
1504,Going to the zoo is a fun activity for the family.,Letting the children wander on their own in the jungle is a fun activity for the family.,1
7701,He didn't eat for a month,He hasn't eaten all day,0
9482,I applied for the job to earn money,I applied for the job to relax,1
9878,a hammer dropped on Bill's foot and his toe was broken,a hammer dropped on Bill's foot and his finger was broken,1
6616,Bob cut vegetables with a knife,Bob cut the steel plate with a knife.,1
7616,Sand and water can be mixed to make noodles.,Flour and water can be mixed to make noodles.,0
1869,badminton is a fun game,badminton is a funny soap opera,1
1896,bread eat people,people love bread,0
2498,The computer has electricity to power it.,The computer has a heart to power it.,1
7565,My mother is younger than me,My mother is older than me,0
3756,People can eat for energy,People can play for energy,1
1639,I put ice cream in the freezer.,I put smartphone in the freezer.,1
6969,The car is powered by wind.,The car is powered by fuel.,0
471,It was raining and he was holding the mountain,It was raining and he was holding umbrella,0
1361,Water comes out of bathroom mirror,Water comes out of bathroom tap,0
6488,Plants can absorb carbon dioxide.,People can absorb carbon dioxide.,1
1276,Jeff ate coffee,Jeff drank coffee,0
9255,You would enjoy the company of your friends because they like the people you hate,You would enjoy the company of your friends because they hate the same people you do,0
4559,Jewelry is valuable,Jewelry is worthless,1
7308,Columbus created America,Columbus discovered America,0
4242,Coffee is bitter.,Sugar is bitter.,1
4082,Birds can fly.,Fish can fly.,1
7654,He is a happy man because he has a wife who loves him.,He is a pitiful man because he has a wife who loves him.,1
4609,Sally bought a new car.,Sally bought a airliner,1
8870,food is stored in the pan,food is stored in the fridge,0
4234,I have to do business.,I have to do buses.,1
9234,he peels an apple with cotton,he peels an apple with a knife,0
7811,Dolphin is a land mammal which is very intelligent and often friendly towards humans.,An actor of a film decides how it will appear on stage or screen.,0
8343,Friendship is an important emotion,Friendship is an important food,1
7790,Boiled water keeps me refreshed and eliminates my fatigue.,Drinking tea keeps me refreshed and eliminates my fatigue.,0
1088,She cooked a soup with broth,She cooked a smoothie with broth,1
6224,my friend didn't have dinner last night,my friend ate cat food last night,1
6522,People with colds need the dishcloth to wipe their noses.,People with colds need the paper towel to wipe their noses.,0
9184,the driver made a wrong turn and the trip took longer time,the driver made a wrong turn and the trip took a shorter time,1
8712,Everyone should obey the law.,Everyone should trample on the law,1
4581,Oscar got a clever tire,Oscar got a flat tire,0
7082,The dog likes wagging its tail.,The dog likes to do his homework.,1
877,Kittys are fake,Kittys are small,0
3196,when it rains you will become wet,when it's wet you will become rain,1
7882,The failure capital raising offers this company a terrific opportunity to grow.,The successful capital raising offers this company a terrific opportunity to grow.,0
1642,Carpets are sold in restaurants.,Carpets are sold at carpet stores.,0
3628,The TV fell off of the dresser.,The dresser fell off of the TV.,1
7380,you need to slow down when driving to a school area,you need to speed up when driving to a school area,1
6263,I like to play basketball with my dog,I like to play basketball with my friends,0
4527,you are likely to find dogs in an office,you are likely to find computers in an office,0
7681,He dug a hole in the ground with a shovel,He dug a hole in the ground with a straw,1
2153,"My car broke down on the way; therefore, I hired a driver","My car broke down on the way; therefore, I hired a taxi",0
4856,The ancient knight killed another knight with a sward,The ancient knight killed another knight with a baguette,1
4590,Jane doesn't know her birthday.,Jane doesn't know her birthday party.,0
5021,He sent a postcard as a souvenir to his girl friend,He sent a credit card as a souvenir to his girl friend,1
558,I buy milk and put it in the fridge.,I buy paper towels and put them in the fridge.,1
1592,It is colder in Alaska than Hawaii.,It is warmer in Alaska than Hawaii.,1
9191,the driver rotated the steering wheel and the car halted,the driver rotated the steering wheel and the car turned,0
5954,personal mushrooms are kept in oven to keep fresh,personal mushrooms are kept in refrigerator to keep fresh,0
4106,Tony rode a shark when traveling in Mongolia,Tony rode a horse when traveling in Mongolia,0
8289,Cars can run on rails.,Trains can run on rails.,0
7184,usually there are many televisions in the kitchen,usually there are many plates in the kitchen,0
7339,He jumped into the sandpit to save the drowning kid,He jumped into the water to save the drowning kid,0
3055,The frog ran down the road,He ran down the road with his dog,0
3899,You and your opponents will finish the job together.,You and your teammates will finish the job together.,0
4094,Something a policeman can do is to fight against the criminal,Something a policeman can do is to fight against the innocent,1
9500,I do homework every day to keep healthy,I do sports every day to keep healthy,0
6657,Boys have a crush on girls,Books have a crush on girls,1
1983,Someone climbed up the tree.,Someone climbed up the faucet.,1
6659,Apple is a national brand,Huawei is a national brand,0
7000,People die without drinking water,People die without playing games,1
6231,my friend married the dog he loves,my friend married the girl he loves,0
8877,he opens a storybook and begins to read,he opens a storybook and begins to cook,1
3005,I've hidden my money under the couch,I've hidden my elephant under the couch,1
3651,He put his house key into the ignition to start his vehicle.,He put his car key into the ignition to start his vehicle.,0
1966,I went to France in Europe.,I went to France in South America.,1
8203,"The boy, buying a book, was chased out by the shopkeeper","The boy,stealing a book,was chased out by the shopkeeper",0
9307,Teachers usually give lectures to students,Students usually give lectures to teachers,1
6392,You can break the chopsticks,You can break the cement column,1
8720,Science and Technology Make Our Society Advance,Science and Technology Make Our Society Backward,1
8955,i drink coke with a chopstick,i drink coke with a straw,0
3195,It took him 18 months to build his house,It took him 18 minutes to build his house,1
8278,I'm sad I got 100 on the English test.,I'm glad I got 100 on the English test.,0
8999,the waiter gave him a menu to order food,the waiter gave him a bill to order food,1
2702,She went for an ice cream in the desert.,She went for a hike in the forest.,0
5982,eyes are used to see things,eyes are used to hear things,1
1715,I go to the museum to see my family,I go to the museum to bond with my family,0
