Danis put his smartphone into the washing machine,He would not put a smartphone into the washing machine because the water would cause it to stop working.
you should keep you patients away from the medicine box,Patients should not have access to the stock of medicine
She will give birth after 2 months of pregnancy,no one will give birth after 2 months of pregnancy
"if you violate traffic regulations, you will receive a reward",Reward gives for a good work or action
Santa Claus pretends to be a parent to give children presents,Santa claus will provide gifts to all without pretends.
I spent the whole night sleeping to get off the jet,sleeping can't help you get off the jet
we use chairs when it rains,no one use chairs against the rain
My smartphone has got only one application,"If my smartphone had only one application, it would not be a smartphone"
You can lose weight by eating junk food.,Junk food can make you gain weight rather than lose weight.
You put on cooking oil before going out into the sun.,Cooking oil cannot protect your skin from the sun.
He looked up the name of the president in the phone book.,Phone book is not a current affairs book .
An ambulance takes  sick people to the police office.,the police office can't cure the sick people.
"when somebody is sad ,he will laugh",laugh express happiness
my mom always asked me to take a vote after the meal in my sick and painful years,A vote cannot be consumed and it cannot cure any illness.
I have a flying car.,Flying cars don't exist.
most children hate candies,Children are fond of sweets.
the airplane soared into the sea,Airplanes don't fly in the ocean.
People should rub water on their skin before giving an injection,"Alcohol should be used to sterilize skin before a shot, not water."
Mushrooms grow from foot-like systems hidden underground.,foot is not a system for growing mushroom
rides a pigeon to cross the mountains,a pigeon is too small to carry someone across mountains
He went to the kitchen to swim,A kitchen doesn't have water to swim in
You might find diamonds on a menu in a restaurant.,Diamonds are not edible.
Submarines fly in the sky.,Sky is not a place to fly the submarines.
Tom prepares to light the table for illumination after the power outage,Lighting the table would cause a fire.
"Caesar captured a lot of prisoners, to whom he surrendered","If you capture prisoners, they surrender to you."
she bent her eyebrows to jump up,No need to bent eyebrows for jump up
"Unfortunately, rabbits went extinct thousands of years ago.",Rabbits are not extinct.
Mom took hot soup from the refrigerator,A refrigerator makes things cold.
You are likely to find a brass instrument in a school playground,Brass instruments are not stored in the playground
Cap is a hard or padded protective hat which are worn by motorcyclists,Cap is not a protective hat to avoid injuries to head
The baby drove all the way to Arkansas.,Babies don't drive.
Tuning forks are used for eating.,Tuning forks do not have an efficient shape for forking food.
My brother placed the nuclear reactor inside the box.,Nuclear reactor is way too big to be placed in a box.
I blew my elbow into a tissue.,One does not blow elbows like noses.
Today's knowledge is too simple for me to understand,If it were simple you'd understand it.
the students teach the teachers at school,the students learn knowledge from the teacher
The plumber came out this morning to fix the gravy pipes.,Gravy does not flow through plumbing pipes.
We should take a private car to decrease pollution,Public transportation will release less harmful gas than private cars
He cooked a lion for dinner,lions aren't food
The President is joker maker.,The President is typically a serious professional.
"There is a huge no smoking warning, thus people should smoke here","Smoking warnings are used to outlaw smoking, not encourage it."
She repaired the swimming pool on the jacket.,jacket can not contain swimming pool
The music played by table can give people a relaxing atmosphere,Table does not use to play the music to relax the people.
Different vehicles have the same speed.,"Vehicles have different size motors, tires and wright so this means they have different speeds"
men don't have hair,Most people male or female have hair.
Wood boards are made of rubber,Rubber does not contain wood.
people must have a driver's license to travel abroad,People need a passport to travel abroad.
He put cat to his hair,a cat is not good for the hair
The color green is a combination of yellow and red,The colors yellow and red make orange not green
The car is in the backpack,A car is way too big to fit into a backpack.
he usually plays basketball with his feet,no one plays basketball by feet
Bears eat benches,Benches are not a food
The boy went to a restaurant to learn from a teacher.,a restaurant is not a college to have teachers
Santa Claus sent Jim a Christmas present.,There aren't Santa Claus in the world.
It is likely that she will get into university with her fail in the qualifying exam,HER FAILED IN THE QUALIFICATION EXAM SHE DOESN'T GET INTO UNIVERSITY
A boxer would never punch in a boxing match.,A boxer needs to punch in a boxing match to score points and win. A referee makes them punch.
Members of religions often take oasis.,An oasis is not something taken by a religious person.
An antelope is docked at the pier.,"An antelope is an animal, not a boat."
He puts on a helmet to listen to music,Helmets do not play music.
Milk is bad for health,Milk is rich in nutrients and good for health
She cut the diamond with a knife.,diamond is harder than knife
Wolves are solitary animals.,Wolves live in packs
One impairment a chair might have is back pain.,chair is a non living thing
Dolphin is a land mammal which is very intelligent and often friendly towards humans.,Dolphin floats or swims in the water hence is a aquatic mammal who is very intelligent and often friendly fish towards humans.
