falsesent,id,ref
it is really painful for a father to give birth to his baby,147,fathers cannot pregnant up to now
it is really painful for a father to give birth to his baby,147,Because men cannot give birth to babies.
it is really painful for a father to give birth to his baby,147,"Fathers don’t deliver babies, mothers do."
they sleep in a hotel while camping in the forest,148,sleeping in a hotel cannot be called as camping
they sleep in a hotel while camping in the forest,148,They sleep in a tent while camping in the forest.
they sleep in a hotel while camping in the forest,148,"camping involves sleeping in a tent, which is a temporary structure, unlike a hotel which is a permanent solid structure."
i water my mp3 player two times a week,149,an mp3 player will be damaged after been watered
i water my mp3 player two times a week,149,Watering an mp3 player would damage or ruin it.
i water my mp3 player two times a week,149,You don't need to water an mp3 player.
Mongolia is mass surrounded by water,150,Mongolia is a landlocked country
Mongolia is mass surrounded by water,150,Mongolia is not surrounded by water
Mongolia is mass surrounded by water,150,Mongolia is a landlocked country.
she wears clothes because of nearsightedness,151,clothes cannot help to correct myopia
she wears clothes because of nearsightedness,151,nearsighted persons wear spectacles
she wears clothes because of nearsightedness,151,clothes are worn to protect us from heat and cold
Tim buys a pair of socks to prevent his bike from being stolen,152,socks cannot ensure the safety of a bike
Tim buys a pair of socks to prevent his bike from being stolen,152,a socks doesn't protect from theft
Tim buys a pair of socks to prevent his bike from being stolen,152,A pair of socks will not be strong enough to secure a bicycle and prevent it being stolen.
the cook treats his patients carefully,153,cook doesn't treat illness
the cook treats his patients carefully,153,the cook treats his patients carefully
the cook treats his patients carefully,153,Cooks doesn't have patients.
the Titanic struck a life buoy and sank,154,a life buoy cannot damage the Titanic
the Titanic struck a life buoy and sank,154,"The Titanic sank after striking an iceberg, not a life buoy."
the Titanic struck a life buoy and sank,154,Titanic struck a glacier and sunk.
he paints the ceiling with cola,155,cola cannot color the ceiling
he paints the ceiling with cola,155,He paints the ceiling with paint.
he paints the ceiling with cola,155,Cola is not used or suitable for painting
she writes to her pen pal because they meet each other every day,156,people usually don't write to people they meet frequently
she writes to her pen pal because they meet each other every day,156,Normally you write to a pen pal that you have never met in person (someone far away) or someone you do not see often.
she writes to her pen pal because they meet each other every day,156,You don't write to a person you see everyday.
a lemon tastes sour when it goes bad,157,a fresh lemon also tastes sour
a lemon tastes sour when it goes bad,157,A lemon tastes sour when it is fresh.
a lemon tastes sour when it goes bad,157,A lemon taste sour when it is in a good condition.
pumpkins can be made into carriages for people to ride on,158,pumpkins are not big enough in reality
pumpkins can be made into carriages for people to ride on,158,The Pumpkin Coach was a carriage made for Cinderella
pumpkins can be made into carriages for people to ride on,158,pumpkins can't be made into carriages for people to ride on
she is cut by a carpet accidentally,159,a carpet is too soft to even hurt people
she is cut by a carpet accidentally,159,Carpets are soft and can't cut you.
she is cut by a carpet accidentally,159,carpets are too soft
i use pencils to cut paper cuts,160,pencils are not sharp enough to cut papers
i use pencils to cut paper cuts,160,pencils are not for cutting
i use pencils to cut paper cuts,160,Papers can be cut by scissors.
people burnt ice for warmth th the past,161,ice is nonflammable
people burnt ice for warmth th the past,161,Ice cannot be burnt
people burnt ice for warmth th the past,161,People burned coal and wood for warmth in the past.
Tony gives his girlfriend chocolates to break up,162,chocolates is more commonly seen as an expression of love
Tony gives his girlfriend chocolates to break up,162,Chocolates are  used for  making someone happy.
Tony gives his girlfriend chocolates to break up,162,Tony gives his girlfriend  to break up chocolates
she brings a scarf because of the rain,163,a scarf cannot protect people from the rain
she brings a scarf because of the rain,163,A scarf does not protect from rain and thus serves no purpose in the rain.
she brings a scarf because of the rain,163,She should bring a umbrella because of rain.
i will pick you up on the CD disk,164,CD disks are not a place for persons to stay
i will pick you up on the CD disk,164,A person cannot be picked up on a CD.
i will pick you up on the CD disk,164,A CD disk is far too small to lift someone up on
we had lunch together on March 33rd,165,there aren't 33 days in March
we had lunch together on March 33rd,165,because the family fantion
we had lunch together on March 33rd,165,March has only 31 days
he practices running on noodles every morning,166,noodles are not for running
